time, event                       , event_type  , process, device, ready_queue      , wait_queue  , cpus  , ios
  56, 3 finished I/O → ready queue, io_to_ready ,       3, IO0   , ['3']            , "['2', '1']", [None], [None]
  56, 3 dispatched to CPU0        , dispatch_cpu,       3, CPU0  , []               , "['2', '1']", ['3'] , [None]
  56, 2 dispatched to IO0         , dispatch_io ,       2, IO0   , []               , ['1']       , ['3'] , ['2']
  60, 3 finished CPU → ready queue, cpu_to_ready,       3, CPU0  , ['3']            , ['1']       , [None], ['2']
  60, 3 dispatched to CPU0        , dispatch_cpu,       3, CPU0  , []               , ['1']       , ['3'] , ['2']
  65, 3 finished CPU → wait queue , cpu_to_io   ,       3, CPU0  , []               , "['1', '3']", [None], ['2']
  71, 2 finished I/O → ready queue, io_to_ready ,       2, IO0   , ['2']            , "['1', '3']", [None], [None]
  71, 2 dispatched to CPU0        , dispatch_cpu,       2, CPU0  , []               , "['1', '3']", ['2'] , [None]
  71, 1 dispatched to IO0         , dispatch_io ,       1, IO0   , []               , ['3']       , ['2'] , ['1']
  76, 1 finished I/O → ready queue, io_to_ready ,       1, IO0   , ['1']            , ['3']       , ['2'] , [None]
  76, 3 dispatched to IO0         , dispatch_io ,       3, IO0   , ['1']            , []          , ['2'] , ['3']
  77, 2 finished CPU → wait queue , cpu_to_io   ,       2, CPU0  , ['1']            , ['2']       , [None], ['3']
  77, 1 dispatched to CPU0        , dispatch_cpu,       1, CPU0  , []               , ['2']       , ['1'] , ['3']
  80, 1 finished CPU → wait queue , cpu_to_io   ,       1, CPU0  , []               , "['2', '1']", [None], ['3']
  92, 3 finished I/O → ready queue, io_to_ready ,       3, IO0   , ['3']            , "['2', '1']", [None], [None]
  92, 3 dispatched to CPU0        , dispatch_cpu,       3, CPU0  , []               , "['2', '1']", ['3'] , [None]
  92, 2 dispatched to IO0         , dispatch_io ,       2, IO0   , []               , ['1']       , ['3'] , ['2']
  99, 3 finished CPU → wait queue , cpu_to_io   ,       3, CPU0  , []               , "['1', '3']", [None], ['2']
 102, 2 finished I/O → ready queue, io_to_ready ,       2, IO0   , ['2']            , "['1', '3']", [None], [None]
 102, 2 dispatched to CPU0        , dispatch_cpu,       2, CPU0  , []               , "['1', '3']", ['2'] , [None]
 102, 1 dispatched to IO0         , dispatch_io ,       1, IO0   , []               , ['3']       , ['2'] , ['1']
 103, 1 finished I/O → ready queue, io_to_ready ,       1, IO0   , ['1']            , ['3']       , ['2'] , [None]
 103, 3 dispatched to IO0         , dispatch_io ,       3, IO0   , ['1']            , []          , ['2'] , ['3']
 107, 2 finished all bursts       , finished    ,       2, CPU0  , ['1']            , []          , [None], ['3']
 107, 1 dispatched to CPU0        , dispatch_cpu,       1, CPU0  , []               , []          , ['1'] , ['3']
 111, 1 finished CPU → wait queue , cpu_to_io   ,       1, CPU0  , []               , ['1']       , [None], ['3']
 115, 3 finished I/O → ready queue, io_to_ready ,       3, IO0   , ['3']            , ['1']       , [None], [None]
 115, 3 dispatched to CPU0        , dispatch_cpu,       3, CPU0  , []               , ['1']       , ['3'] , [None]
 115, 1 dispatched to IO0         , dispatch_io ,       1, IO0   , []               , []          , ['3'] , ['1']
 117, 3 finished CPU → wait queue , cpu_to_io   ,       3, CPU0  , []               , ['3']       , [None], ['1']
 121, 1 finished I/O → ready queue, io_to_ready ,       1, IO0   , ['1']            , ['3']       , [None], [None]
 121, 1 dispatched to CPU0        , dispatch_cpu,       1, CPU0  , []               , ['3']       , ['1'] , [None]
 121, 3 dispatched to IO0         , dispatch_io ,       3, IO0   , []               , []          , ['1'] , ['3']
 123, 1 finished all bursts       , finished    ,       1, CPU0  , []               , []          , [None], ['3']
 137, 3 finished I/O → ready queue, io_to_ready ,       3, IO0   , ['3']            , []          , [None], [None]
 137, 3 dispatched to CPU0        , dispatch_cpu,       3, CPU0  , []               , []          , ['3'] , [None]
 138, 3 finished all bursts       , finished    ,       3, CPU0  , []               , []          , [None], [None]
