time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
27,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['8', '9', '10', '1', '4']","['3', '5', '6', '7']",[None],['2']
27,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['9', '10', '1', '4']","['3', '5', '6', '7']",['8'],['2']
30,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['9', '10', '1', '4']","['3', '5', '6', '7', '8']",[None],['2']
30,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '1', '4']","['3', '5', '6', '7', '8']",['9'],['2']
31,2 finished I/O → ready queue,io_to_ready,2,IO0,"['10', '1', '4', '2']","['3', '5', '6', '7', '8']",['9'],[None]
31,3 dispatched to IO0,dispatch_io,3,IO0,"['10', '1', '4', '2']","['5', '6', '7', '8']",['9'],['3']
39,3 finished I/O → ready queue,io_to_ready,3,IO0,"['10', '1', '4', '2', '3']","['5', '6', '7', '8']",['9'],[None]
39,5 dispatched to IO0,dispatch_io,5,IO0,"['10', '1', '4', '2', '3']","['6', '7', '8']",['9'],['5']
41,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['10', '1', '4', '2', '3', '9']","['6', '7', '8']",[None],['5']
41,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['1', '4', '2', '3', '9']","['6', '7', '8']",['10'],['5']
43,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['1', '4', '2', '3', '9', '10']","['6', '7', '8']",[None],['5']
43,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['4', '2', '3', '9', '10']","['6', '7', '8']",['1'],['5']
46,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['4', '2', '3', '9', '10', '1']","['6', '7', '8']",[None],['5']
46,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['2', '3', '9', '10', '1']","['6', '7', '8']",['4'],['5']
49,4 finished CPU → ready queue,cpu_to_ready,4,CPU0,"['2', '3', '9', '10', '1', '4']","['6', '7', '8']",[None],['5']
49,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['3', '9', '10', '1', '4']","['6', '7', '8']",['2'],['5']
53,5 finished I/O → ready queue,io_to_ready,5,IO0,"['3', '9', '10', '1', '4', '5']","['6', '7', '8']",['2'],[None]
53,6 dispatched to IO0,dispatch_io,6,IO0,"['3', '9', '10', '1', '4', '5']","['7', '8']",['2'],['6']
57,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['3', '9', '10', '1', '4', '5']","['7', '8', '2']",[None],['6']
57,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['9', '10', '1', '4', '5']","['7', '8', '2']",['3'],['6']
59,3 finished CPU → ready queue,cpu_to_ready,3,CPU0,"['9', '10', '1', '4', '5', '3']","['7', '8', '2']",[None],['6']
59,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '1', '4', '5', '3']","['7', '8', '2']",['9'],['6']
63,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['10', '1', '4', '5', '3']","['7', '8', '2', '9']",[None],['6']
63,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['1', '4', '5', '3']","['7', '8', '2', '9']",['10'],['6']
67,10 finished CPU → wait queue,cpu_to_io,10,CPU0,"['1', '4', '5', '3']","['7', '8', '2', '9', '10']",[None],['6']
67,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['4', '5', '3']","['7', '8', '2', '9', '10']",['1'],['6']
70,6 finished I/O → ready queue,io_to_ready,6,IO0,"['4', '5', '3', '6']","['7', '8', '2', '9', '10']",['1'],[None]
70,7 dispatched to IO0,dispatch_io,7,IO0,"['4', '5', '3', '6']","['8', '2', '9', '10']",['1'],['7']
74,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['4', '5', '3', '6', '1']","['8', '2', '9', '10']",[None],['7']
74,7 finished I/O → ready queue,io_to_ready,7,IO0,"['4', '5', '3', '6', '1', '7']","['8', '2', '9', '10']",[None],[None]
74,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['5', '3', '6', '1', '7']","['8', '2', '9', '10']",['4'],[None]
74,8 dispatched to IO0,dispatch_io,8,IO0,"['5', '3', '6', '1', '7']","['2', '9', '10']",['4'],['8']
77,4 finished CPU → ready queue,cpu_to_ready,4,CPU0,"['5', '3', '6', '1', '7', '4']","['2', '9', '10']",[None],['8']
77,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['3', '6', '1', '7', '4']","['2', '9', '10']",['5'],['8']
86,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['3', '6', '1', '7', '4']","['2', '9', '10', '5']",[None],['8']
86,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['6', '1', '7', '4']","['2', '9', '10', '5']",['3'],['8']
88,8 finished I/O → ready queue,io_to_ready,8,IO0,"['6', '1', '7', '4', '8']","['2', '9', '10', '5']",['3'],[None]
88,2 dispatched to IO0,dispatch_io,2,IO0,"['6', '1', '7', '4', '8']","['9', '10', '5']",['3'],['2']
93,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['6', '1', '7', '4', '8']","['9', '10', '5', '3']",[None],['2']
93,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['1', '7', '4', '8']","['9', '10', '5', '3']",['6'],['2']
98,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['1', '7', '4', '8', '6']","['9', '10', '5', '3']",[None],['2']
98,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['7', '4', '8', '6']","['9', '10', '5', '3']",['1'],['2']
103,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['7', '4', '8', '6', '1']","['9', '10', '5', '3']",[None],['2']
103,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['4', '8', '6', '1']","['9', '10', '5', '3']",['7'],['2']
105,7 finished CPU → ready queue,cpu_to_ready,7,CPU0,"['4', '8', '6', '1', '7']","['9', '10', '5', '3']",[None],['2']
105,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['8', '6', '1', '7']","['9', '10', '5', '3']",['4'],['2']
108,4 finished all bursts,finished,4,CPU0,"['8', '6', '1', '7']","['9', '10', '5', '3']",[None],['2']
108,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['6', '1', '7']","['9', '10', '5', '3']",['8'],['2']
112,2 finished I/O → ready queue,io_to_ready,2,IO0,"['6', '1', '7', '2']","['9', '10', '5', '3']",['8'],[None]
112,9 dispatched to IO0,dispatch_io,9,IO0,"['6', '1', '7', '2']","['10', '5', '3']",['8'],['9']
114,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,"['6', '1', '7', '2', '8']","['10', '5', '3']",[None],['9']
114,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['1', '7', '2', '8']","['10', '5', '3']",['6'],['9']
121,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['1', '7', '2', '8', '6']","['10', '5', '3']",[None],['9']
121,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['7', '2', '8', '6']","['10', '5', '3']",['1'],['9']
125,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['7', '2', '8', '6', '1']","['10', '5', '3']",[None],['9']
125,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['2', '8', '6', '1']","['10', '5', '3']",['7'],['9']
128,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['2', '8', '6', '1']","['10', '5', '3', '7']",[None],['9']
128,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['8', '6', '1']","['10', '5', '3', '7']",['2'],['9']
134,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['8', '6', '1']","['10', '5', '3', '7', '2']",[None],['9']
134,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['6', '1']","['10', '5', '3', '7', '2']",['8'],['9']
136,9 finished I/O → ready queue,io_to_ready,9,IO0,"['6', '1', '9']","['10', '5', '3', '7', '2']",['8'],[None]
136,10 dispatched to IO0,dispatch_io,10,IO0,"['6', '1', '9']","['5', '3', '7', '2']",['8'],['10']
139,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['6', '1', '9']","['5', '3', '7', '2', '8']",[None],['10']
139,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['1', '9']","['5', '3', '7', '2', '8']",['6'],['10']
144,10 finished I/O → ready queue,io_to_ready,10,IO0,"['1', '9', '10']","['5', '3', '7', '2', '8']",['6'],[None]
144,5 dispatched to IO0,dispatch_io,5,IO0,"['1', '9', '10']","['3', '7', '2', '8']",['6'],['5']
145,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['1', '9', '10', '6']","['3', '7', '2', '8']",[None],['5']
145,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['9', '10', '6']","['3', '7', '2', '8']",['1'],['5']
152,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['9', '10', '6', '1']","['3', '7', '2', '8']",[None],['5']
152,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '6', '1']","['3', '7', '2', '8']",['9'],['5']
157,5 finished I/O → ready queue,io_to_ready,5,IO0,"['10', '6', '1', '5']","['3', '7', '2', '8']",['9'],[None]
157,3 dispatched to IO0,dispatch_io,3,IO0,"['10', '6', '1', '5']","['7', '2', '8']",['9'],['3']
163,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['10', '6', '1', '5', '9']","['7', '2', '8']",[None],['3']
163,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['6', '1', '5', '9']","['7', '2', '8']",['10'],['3']
168,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['6', '1', '5', '9', '10']","['7', '2', '8']",[None],['3']
168,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['1', '5', '9', '10']","['7', '2', '8']",['6'],['3']
171,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['1', '5', '9', '10']","['7', '2', '8', '6']",[None],['3']
171,3 finished I/O → ready queue,io_to_ready,3,IO0,"['1', '5', '9', '10', '3']","['7', '2', '8', '6']",[None],[None]
171,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '9', '10', '3']","['7', '2', '8', '6']",['1'],[None]
171,7 dispatched to IO0,dispatch_io,7,IO0,"['5', '9', '10', '3']","['2', '8', '6']",['1'],['7']
174,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['5', '9', '10', '3', '1']","['2', '8', '6']",[None],['7']
174,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['9', '10', '3', '1']","['2', '8', '6']",['5'],['7']
175,7 finished I/O → ready queue,io_to_ready,7,IO0,"['9', '10', '3', '1', '7']","['2', '8', '6']",['5'],[None]
175,2 dispatched to IO0,dispatch_io,2,IO0,"['9', '10', '3', '1', '7']","['8', '6']",['5'],['2']
178,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['9', '10', '3', '1', '7', '5']","['8', '6']",[None],['2']
178,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '3', '1', '7', '5']","['8', '6']",['9'],['2']
185,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['10', '3', '1', '7', '5']","['8', '6', '9']",[None],['2']
185,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['3', '1', '7', '5']","['8', '6', '9']",['10'],['2']
190,10 finished all bursts,finished,10,CPU0,"['3', '1', '7', '5']","['8', '6', '9']",[None],['2']
190,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['1', '7', '5']","['8', '6', '9']",['3'],['2']
192,3 finished CPU → ready queue,cpu_to_ready,3,CPU0,"['1', '7', '5', '3']","['8', '6', '9']",[None],['2']
192,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['7', '5', '3']","['8', '6', '9']",['1'],['2']
199,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['7', '5', '3', '1']","['8', '6', '9']",[None],['2']
199,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['5', '3', '1']","['8', '6', '9']",['7'],['2']
200,2 finished I/O → ready queue,io_to_ready,2,IO0,"['5', '3', '1', '2']","['8', '6', '9']",['7'],[None]
200,8 dispatched to IO0,dispatch_io,8,IO0,"['5', '3', '1', '2']","['6', '9']",['7'],['8']
202,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['5', '3', '1', '2']","['6', '9', '7']",[None],['8']
202,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['3', '1', '2']","['6', '9', '7']",['5'],['8']
209,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['3', '1', '2', '5']","['6', '9', '7']",[None],['8']
209,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['1', '2', '5']","['6', '9', '7']",['3'],['8']
215,8 finished I/O → ready queue,io_to_ready,8,IO0,"['1', '2', '5', '8']","['6', '9', '7']",['3'],[None]
215,6 dispatched to IO0,dispatch_io,6,IO0,"['1', '2', '5', '8']","['9', '7']",['3'],['6']
216,3 finished CPU → ready queue,cpu_to_ready,3,CPU0,"['1', '2', '5', '8', '3']","['9', '7']",[None],['6']
216,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['2', '5', '8', '3']","['9', '7']",['1'],['6']
218,1 finished all bursts,finished,1,CPU0,"['2', '5', '8', '3']","['9', '7']",[None],['6']
218,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['5', '8', '3']","['9', '7']",['2'],['6']
223,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['5', '8', '3', '2']","['9', '7']",[None],['6']
223,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['8', '3', '2']","['9', '7']",['5'],['6']
224,5 finished all bursts,finished,5,CPU0,"['8', '3', '2']","['9', '7']",[None],['6']
224,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['3', '2']","['9', '7']",['8'],['6']
226,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['3', '2']","['9', '7', '8']",[None],['6']
226,3 dispatched to CPU0,dispatch_cpu,3,CPU0,['2'],"['9', '7', '8']",['3'],['6']
228,6 finished I/O → ready queue,io_to_ready,6,IO0,"['2', '6']","['9', '7', '8']",['3'],[None]
228,9 dispatched to IO0,dispatch_io,9,IO0,"['2', '6']","['7', '8']",['3'],['9']
234,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['2', '6']","['7', '8', '3']",[None],['9']
234,2 dispatched to CPU0,dispatch_cpu,2,CPU0,['6'],"['7', '8', '3']",['2'],['9']
236,2 finished CPU → wait queue,cpu_to_io,2,CPU0,['6'],"['7', '8', '3', '2']",[None],['9']
236,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['7', '8', '3', '2']",['6'],['9']
241,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['7', '8', '3', '2']",[None],['9']
241,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['7', '8', '3', '2']",['6'],['9']
242,6 finished all bursts,finished,6,CPU0,[],"['7', '8', '3', '2']",[None],['9']
259,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['7', '8', '3', '2']",[None],[None]
259,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['7', '8', '3', '2']",['9'],[None]
259,7 dispatched to IO0,dispatch_io,7,IO0,[],"['8', '3', '2']",['9'],['7']
265,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['8', '3', '2']",['9'],[None]
265,8 dispatched to IO0,dispatch_io,8,IO0,['7'],"['3', '2']",['9'],['8']
271,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['7', '9']","['3', '2']",[None],['8']
271,7 dispatched to CPU0,dispatch_cpu,7,CPU0,['9'],"['3', '2']",['7'],['8']
273,7 finished CPU → wait queue,cpu_to_io,7,CPU0,['9'],"['3', '2', '7']",[None],['8']
273,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['3', '2', '7']",['9'],['8']
281,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],"['3', '2', '7']",[None],['8']
281,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['3', '2', '7']",['9'],['8']
282,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['3', '2', '7']",['9'],[None]
282,3 dispatched to IO0,dispatch_io,3,IO0,['8'],"['2', '7']",['9'],['3']
285,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['8', '9']","['2', '7']",[None],['3']
285,8 dispatched to CPU0,dispatch_cpu,8,CPU0,['9'],"['2', '7']",['8'],['3']
287,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,"['9', '8']","['2', '7']",[None],['3']
287,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['8'],"['2', '7']",['9'],['3']
295,3 finished I/O → ready queue,io_to_ready,3,IO0,"['8', '3']","['2', '7']",['9'],[None]
295,2 dispatched to IO0,dispatch_io,2,IO0,"['8', '3']",['7'],['9'],['2']
297,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,"['8', '3', '9']",['7'],[None],['2']
297,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['3', '9']",['7'],['8'],['2']
298,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,"['3', '9', '8']",['7'],[None],['2']
298,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['9', '8']",['7'],['3'],['2']
301,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['9', '8']","['7', '3']",[None],['2']
301,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['8'],"['7', '3']",['9'],['2']
302,9 finished all bursts,finished,9,CPU0,['8'],"['7', '3']",[None],['2']
302,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['7', '3']",['8'],['2']
308,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],"['7', '3', '8']",[None],['2']
319,2 finished I/O → ready queue,io_to_ready,2,IO0,['2'],"['7', '3', '8']",[None],[None]
319,2 dispatched to CPU0,dispatch_cpu,2,CPU0,[],"['7', '3', '8']",['2'],[None]
319,7 dispatched to IO0,dispatch_io,7,IO0,[],"['3', '8']",['2'],['7']
322,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['3', '8']",['2'],[None]
322,3 dispatched to IO0,dispatch_io,3,IO0,['7'],['8'],['2'],['3']
324,2 finished CPU → wait queue,cpu_to_io,2,CPU0,['7'],"['8', '2']",[None],['3']
324,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['8', '2']",['7'],['3']
326,7 finished all bursts,finished,7,CPU0,[],"['8', '2']",[None],['3']
330,3 finished I/O → ready queue,io_to_ready,3,IO0,['3'],"['8', '2']",[None],[None]
330,3 dispatched to CPU0,dispatch_cpu,3,CPU0,[],"['8', '2']",['3'],[None]
330,8 dispatched to IO0,dispatch_io,8,IO0,[],['2'],['3'],['8']
331,3 finished all bursts,finished,3,CPU0,[],['2'],[None],['8']
343,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],['2'],[None],[None]
343,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],['2'],['8'],[None]
343,2 dispatched to IO0,dispatch_io,2,IO0,[],[],['8'],['2']
351,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,['8'],[],[None],['2']
351,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],['2']
354,8 finished all bursts,finished,8,CPU0,[],[],[None],['2']
355,2 finished I/O → ready queue,io_to_ready,2,IO0,['2'],[],[None],[None]
355,2 dispatched to CPU0,dispatch_cpu,2,CPU0,[],[],['2'],[None]
363,2 finished CPU → wait queue,cpu_to_io,2,CPU0,[],['2'],[None],[None]
363,2 dispatched to IO0,dispatch_io,2,IO0,[],[],[None],['2']
391,2 finished I/O → ready queue,io_to_ready,2,IO0,['2'],[],[None],[None]
391,2 dispatched to CPU0,dispatch_cpu,2,CPU0,[],[],['2'],[None]
396,2 finished CPU → wait queue,cpu_to_io,2,CPU0,[],['2'],[None],[None]
396,2 dispatched to IO0,dispatch_io,2,IO0,[],[],[None],['2']
418,2 finished I/O → ready queue,io_to_ready,2,IO0,['2'],[],[None],[None]
418,2 dispatched to CPU0,dispatch_cpu,2,CPU0,[],[],['2'],[None]
423,2 finished all bursts,finished,2,CPU0,[],[],[None],[None]
